  6.95500E+10  4.73733E-16  1.31694E-01 -1.23794E+04
  7.02107E+10  4.44159E-16  1.23463E-01 -8.90160E+03
  7.08714E+10  4.16946E-16  1.15928E-01 -2.22104E+04
  7.15322E+10  3.91997E-16  1.08997E-01 -2.30051E+04
  7.21929E+10  3.68961E-16  1.02598E-01 -2.39448E+04
  7.28536E+10  3.47678E-16  9.66802E-02 -2.48548E+04
  7.35144E+10  3.27961E-16  9.11974E-02 -2.60169E+04
  7.41751E+10  3.09688E-16  8.61168E-02 -2.70223E+04
  7.48358E+10  2.92729E-16  8.14011E-02 -2.79957E+04
  7.54965E+10  2.76964E-16  7.70202E-02 -2.89049E+04
  7.61572E+10  2.62270E-16  7.29433E-02 -2.98738E+04
  7.68180E+10  2.48612E-16  6.91487E-02 -3.13050E+04
  7.74787E+10  2.35889E-16  6.56109E-02 -3.26279E+04
  7.81394E+10  2.24015E-16  6.23082E-02 -3.36902E+04
  7.88002E+10  2.12920E-16  5.92231E-02 -3.48218E+04
  7.94609E+10  2.02547E-16  5.63381E-02 -3.62532E+04
  8.01216E+10  1.92838E-16  5.36381E-02 -3.75032E+04
  8.07823E+10  1.83740E-16  5.11084E-02 -3.86942E+04
  8.14430E+10  1.75194E-16  4.87356E-02 -3.97480E+04
  8.21038E+10  1.67184E-16  4.65097E-02 -4.09069E+04
  8.27645E+10  1.59659E-16  4.44172E-02 -4.22096E+04
  8.34252E+10  1.52583E-16  4.24501E-02 -4.34167E+04
  8.40859E+10  1.45927E-16  4.05990E-02 -4.47968E+04
  8.47467E+10  1.39663E-16  3.88562E-02 -4.61287E+04
  8.54074E+10  1.33756E-16  3.72130E-02 -4.74988E+04
  8.60681E+10  1.28182E-16  3.56622E-02 -4.90234E+04
  8.67289E+10  1.22917E-16  3.41979E-02 -5.05690E+04
  8.73896E+10  1.17946E-16  3.28156E-02 -5.16787E+04
  8.80503E+10  1.13243E-16  3.15090E-02 -5.27481E+04
  8.87110E+10  1.08792E-16  3.02720E-02 -5.41524E+04
  8.93718E+10  1.04578E-16  2.90998E-02 -5.58985E+04
  9.00325E+10  1.00586E-16  2.79899E-02 -5.73050E+04
  9.06932E+10  9.68041E-17  2.69382E-02 -5.84332E+04
  9.13539E+10  9.32162E-17  2.59399E-02 -5.99428E+04
  9.20146E+10  8.98118E-17  2.49926E-02 -6.15602E+04
  9.26754E+10  8.65742E-17  2.40916E-02 -6.31414E+04
  9.33361E+10  8.34982E-17  2.32356E-02 -6.46028E+04
  9.39968E+10  8.05712E-17  2.24211E-02 -6.60714E+04
  9.46576E+10  7.77879E-17  2.16465E-02 -6.76157E+04
  9.53183E+10  7.51348E-17  2.09085E-02 -6.87308E+04
  9.59790E+10  7.26050E-17  2.02051E-02 -6.99514E+04
  9.66397E+10  7.01936E-17  1.95346E-02 -7.13535E+04
  9.73004E+10  6.78924E-17  1.88947E-02 -7.28603E+04
  9.79612E+10  6.56978E-17  1.82841E-02 -7.43788E+04
  9.86219E+10  6.36038E-17  1.77016E-02 -7.57264E+04
  9.92826E+10  6.16022E-17  1.71448E-02 -7.72664E+04
  9.99434E+10  5.96873E-17  1.66120E-02 -7.88576E+04
  1.00604E+11  5.78570E-17  1.61026E-02 -8.03894E+04
  1.01265E+11  5.61054E-17  1.56152E-02 -8.19445E+04
  1.01926E+11  5.44298E-17  1.51489E-02 -8.32530E+04
  1.02586E+11  5.28241E-17  1.47021E-02 -8.44964E+04
  1.03247E+11  5.12861E-17  1.42740E-02 -8.60174E+04
  1.03908E+11  4.98110E-17  1.38635E-02 -8.76884E+04
  1.04568E+11  4.83947E-17  1.34694E-02 -8.94416E+04
  1.05229E+11  4.70366E-17  1.30915E-02 -9.10954E+04
  1.05890E+11  4.57325E-17  1.27286E-02 -9.27002E+04
  1.06551E+11  4.44815E-17  1.23804E-02 -9.37927E+04
  1.07211E+11  4.32787E-17  1.20456E-02 -9.49069E+04
  1.07872E+11  4.21226E-17  1.17237E-02 -9.64928E+04
  1.08533E+11  4.10109E-17  1.14143E-02 -9.78751E+04
  1.09194E+11  3.99412E-17  1.11166E-02 -9.92692E+04
  1.09854E+11  3.89121E-17  1.08300E-02 -1.00756E+05
  1.10515E+11  3.79213E-17  1.05542E-02 -1.02218E+05
  1.11176E+11  3.69673E-17  1.02887E-02 -1.03602E+05
  1.11836E+11  3.60471E-17  1.00326E-02 -1.04926E+05
  1.12497E+11  3.51601E-17  9.78563E-03 -1.06452E+05
  1.13158E+11  3.43056E-17  9.54771E-03 -1.08120E+05
  1.13819E+11  3.34818E-17  9.31841E-03 -1.09631E+05
  1.14479E+11  3.26867E-17  9.09712E-03 -1.10922E+05
  1.15140E+11  3.19182E-17  8.88324E-03 -1.12178E+05
  1.15801E+11  3.11763E-17  8.67673E-03 -1.13434E+05
  1.16461E+11  3.04608E-17  8.47756E-03 -1.14839E+05
  1.17122E+11  2.97687E-17  8.28485E-03 -1.16280E+05
  1.17783E+11  2.91000E-17  8.09872E-03 -1.17670E+05
  1.18444E+11  2.84532E-17  7.91873E-03 -1.18918E+05
  1.19104E+11  2.78284E-17  7.74477E-03 -1.20015E+05
  1.19765E+11  2.72239E-17  7.57652E-03 -1.21121E+05
  1.20426E+11  2.66384E-17  7.41357E-03 -1.22242E+05
  1.21087E+11  2.60712E-17  7.25567E-03 -1.23556E+05
  1.21747E+11  2.55225E-17  7.10290E-03 -1.24972E+05
  1.22408E+11  2.49912E-17  6.95498E-03 -1.26224E+05
  1.23069E+11  2.44767E-17  6.81178E-03 -1.27340E+05
  1.23729E+11  2.39784E-17  6.67309E-03 -1.28374E+05
  1.24390E+11  2.34947E-17  6.53844E-03 -1.29447E+05
  1.25051E+11  2.30245E-17  6.40755E-03 -1.30040E+05
  1.25712E+11  2.25677E-17  6.28039E-03 -1.29265E+05
  1.26372E+11  2.21212E-17  6.15605E-03 -1.26662E+05
  1.27033E+11  2.16852E-17  6.03464E-03 -1.21708E+05
  1.27694E+11  2.12607E-17  5.91642E-03 -1.15001E+05
  1.28355E+11  2.08479E-17  5.80149E-03 -1.07630E+05
  1.29015E+11  2.04460E-17  5.68956E-03 -9.98168E+04
  1.29676E+11  2.00552E-17  5.58071E-03 -9.14330E+04
  1.30337E+11  1.96755E-17  5.47490E-03 -8.27485E+04
  1.30997E+11  1.93052E-17  5.37178E-03 -7.33744E+04
  1.31658E+11  1.89453E-17  5.27159E-03 -6.34046E+04
  1.32319E+11  1.85948E-17  5.17403E-03 -5.33564E+04
  1.32980E+11  1.82546E-17  5.07927E-03 -4.29943E+04
  1.33640E+11  1.79233E-17  4.98700E-03 -3.21269E+04
  1.34301E+11  1.76010E-17  4.89723E-03 -2.13674E+04
  1.34962E+11  1.72873E-17  4.80989E-03 -1.08722E+04
  1.35623E+11  1.69819E-17  4.72485E-03 -2.60701E+02
  1.36283E+11  1.66850E-17  4.64220E-03  1.02066E+04
  1.36944E+11  1.63963E-17  4.56179E-03  2.08572E+04
  1.37605E+11  1.61151E-17  4.48351E-03  3.10415E+04
  1.38265E+11  1.58419E-17  4.40742E-03  4.10335E+04
  1.38926E+11  1.55758E-17  4.33328E-03  5.13311E+04
  1.39587E+11  1.53165E-17  4.26108E-03  6.11644E+04
  1.40248E+11  1.50627E-17  4.19038E-03  7.18831E+04
  1.40908E+11  1.48150E-17  4.12143E-03  8.29502E+04
  1.41569E+11  1.45738E-17  4.05427E-03  9.40199E+04
  1.42230E+11  1.43386E-17  3.98875E-03  1.05660E+05
  1.42890E+11  1.41092E-17  3.92489E-03  1.16910E+05
  1.43551E+11  1.38858E-17  3.86268E-03  1.28036E+05
  1.44212E+11  1.36676E-17  3.80194E-03  1.39358E+05
  1.44873E+11  1.34555E-17  3.74283E-03  1.50484E+05
  1.45533E+11  1.32480E-17  3.68503E-03  1.60869E+05
  1.46194E+11  1.30459E-17  3.62877E-03  1.71491E+05
  1.46855E+11  1.28488E-17  3.57387E-03  1.82248E+05
  1.47516E+11  1.26567E-17  3.52040E-03  1.92150E+05
  1.48176E+11  1.24688E-17  3.46799E-03  2.01440E+05
  1.48837E+11  1.22848E-17  3.41672E-03  2.11637E+05
  1.49498E+11  1.21047E-17  3.36651E-03  2.22300E+05
  1.50158E+11  1.19295E-17  3.31765E-03  2.33015E+05
  1.50819E+11  1.17595E-17  3.27027E-03  2.45529E+05
  1.51480E+11  1.15936E-17  3.22408E-03  2.59223E+05
