  6.95500E+10  4.56322E-16  1.25816E-01  9.81349E+05
  7.02107E+10  4.30675E-16  1.18680E-01  8.35051E+05
  7.08714E+10  4.03300E-16  1.11061E-01  9.08052E+05
  7.15322E+10  3.79472E-16  1.04437E-01  9.31376E+05
  7.21929E+10  3.56920E-16  9.81694E-02  9.79751E+05
  7.28536E+10  3.36333E-16  9.24524E-02  1.01733E+06
  7.35144E+10  3.17137E-16  8.71243E-02  1.06138E+06
  7.41751E+10  2.99410E-16  8.22068E-02  1.10271E+06
  7.48358E+10  2.82900E-16  7.76299E-02  1.14716E+06
  7.54965E+10  2.67574E-16  7.33829E-02  1.19192E+06
  7.61572E+10  2.53301E-16  6.94308E-02  1.23763E+06
  7.68180E+10  2.40009E-16  6.57520E-02  1.28315E+06
  7.74787E+10  2.27616E-16  6.23239E-02  1.33035E+06
  7.81394E+10  2.16037E-16  5.91228E-02  1.37857E+06
  7.88002E+10  2.05224E-16  5.61345E-02  1.42684E+06
  7.94609E+10  1.95108E-16  5.33402E-02  1.47552E+06
  8.01216E+10  1.85629E-16  5.07239E-02  1.52538E+06
  8.07823E+10  1.76760E-16  4.82765E-02  1.57663E+06
  8.14430E+10  1.68433E-16  4.59800E-02  1.62813E+06
  8.21038E+10  1.60622E-16  4.38268E-02  1.67950E+06
  8.27645E+10  1.53274E-16  4.18024E-02  1.73185E+06
  8.34252E+10  1.46377E-16  3.99029E-02  1.78521E+06
  8.40859E+10  1.39876E-16  3.81133E-02  1.83914E+06
  8.47467E+10  1.33754E-16  3.64291E-02  1.89351E+06
  8.54074E+10  1.27981E-16  3.48412E-02  1.94834E+06
  8.60681E+10  1.22540E-16  3.33455E-02  2.00335E+06
  8.67289E+10  1.17399E-16  3.19330E-02  2.05949E+06
  8.73896E+10  1.12542E-16  3.05988E-02  2.11613E+06
  8.80503E+10  1.07957E-16  2.93400E-02  2.17325E+06
  8.87110E+10  1.03610E-16  2.81472E-02  2.23068E+06
  8.93718E+10  9.94949E-17  2.70183E-02  2.28869E+06
  9.00325E+10  9.55978E-17  2.59496E-02  2.34736E+06
  9.06932E+10  9.19064E-17  2.49376E-02  2.40695E+06
  9.13539E+10  8.84029E-17  2.39777E-02  2.46716E+06
  9.20146E+10  8.50755E-17  2.30663E-02  2.52645E+06
  9.26754E+10  8.19133E-17  2.22005E-02  2.58617E+06
  9.33361E+10  7.89088E-17  2.13782E-02  2.64680E+06
  9.39968E+10  7.60524E-17  2.05968E-02  2.70777E+06
  9.46576E+10  7.33350E-17  1.98536E-02  2.76945E+06
  9.53183E+10  7.07461E-17  1.91458E-02  2.83134E+06
  9.59790E+10  6.82790E-17  1.84716E-02  2.89329E+06
  9.66397E+10  6.59260E-17  1.78288E-02  2.95585E+06
  9.73004E+10  6.36833E-17  1.72164E-02  3.01867E+06
  9.79612E+10  6.15453E-17  1.66327E-02  3.08148E+06
  9.86219E+10  5.95026E-17  1.60752E-02  3.14486E+06
  9.92826E+10  5.75486E-17  1.55421E-02  3.20853E+06
  9.99434E+10  5.56854E-17  1.50340E-02  3.27240E+06
  1.00604E+11  5.39022E-17  1.45479E-02  3.33637E+06
  1.01265E+11  5.21970E-17  1.40831E-02  3.40086E+06
  1.01926E+11  5.05629E-17  1.36379E-02  3.46583E+06
  1.02586E+11  4.89971E-17  1.32114E-02  3.53022E+06
