  6.95500E+10  4.76318E-16  1.32443E-01 -3.56846E+04
  7.02107E+10  4.47030E-16  1.24135E-01  2.07413E+03
  7.08714E+10  4.19726E-16  1.16621E-01 -1.33687E+04
  7.15322E+10  3.94627E-16  1.09637E-01 -1.26063E+04
  7.21929E+10  3.71411E-16  1.03198E-01 -1.34232E+04
  7.28536E+10  3.49971E-16  9.72382E-02 -1.37691E+04
  7.35144E+10  3.30128E-16  9.17223E-02 -1.46398E+04
  7.41751E+10  3.11680E-16  8.66078E-02 -1.51608E+04
  7.48358E+10  2.94617E-16  8.18606E-02 -1.55807E+04
  7.54965E+10  2.78750E-16  7.74508E-02 -1.60562E+04
  7.61572E+10  2.63971E-16  7.33477E-02 -1.65981E+04
  7.68180E+10  2.50225E-16  6.95257E-02 -1.72182E+04
  7.74787E+10  2.37411E-16  6.59656E-02 -1.81553E+04
  7.81394E+10  2.25415E-16  6.26430E-02 -1.85886E+04
  7.88002E+10  2.14222E-16  5.95385E-02 -1.90499E+04
  7.94609E+10  2.03764E-16  5.66373E-02 -1.99712E+04
  8.01216E+10  1.94000E-16  5.39196E-02 -2.09212E+04
  8.07823E+10  1.84839E-16  5.13750E-02 -2.14170E+04
  8.14430E+10  1.76239E-16  4.89873E-02 -2.19147E+04
  8.21038E+10  1.68179E-16  4.67465E-02 -2.25024E+04
  8.27645E+10  1.60611E-16  4.46420E-02 -2.32515E+04
  8.34252E+10  1.53487E-16  4.26633E-02 -2.40543E+04
  8.40859E+10  1.46791E-16  4.08010E-02 -2.46672E+04
  8.47467E+10  1.40485E-16  3.90477E-02 -2.53329E+04
  8.54074E+10  1.34532E-16  3.73944E-02 -2.59830E+04
  8.60681E+10  1.28918E-16  3.58347E-02 -2.65176E+04
  8.67289E+10  1.23623E-16  3.43622E-02 -2.71765E+04
  8.73896E+10  1.18619E-16  3.29713E-02 -2.79973E+04
  8.80503E+10  1.13894E-16  3.16574E-02 -2.87781E+04
  8.87110E+10  1.09410E-16  3.04121E-02 -2.96548E+04
  8.93718E+10  1.05172E-16  2.92341E-02 -3.05978E+04
