  6.95500E+10  4.54728E-16  1.25366E-01  9.69713E+05
  7.02107E+10  4.26704E-16  1.17563E-01  8.49715E+05
  7.08714E+10  4.00276E-16  1.10211E-01  8.94407E+05
  7.15322E+10  3.76374E-16  1.03566E-01  9.32773E+05
  7.21929E+10  3.54211E-16  9.74084E-02  9.73975E+05
  7.28536E+10  3.33697E-16  9.17118E-02  1.01533E+06
  7.35144E+10  3.14698E-16  8.64399E-02  1.05771E+06
  7.41751E+10  2.97074E-16  8.15517E-02  1.10047E+06
  7.48358E+10  2.80711E-16  7.70163E-02  1.14418E+06
  7.54965E+10  2.65490E-16  7.27996E-02  1.18895E+06
  7.61572E+10  2.51337E-16  6.88811E-02  1.23435E+06
  7.68180E+10  2.38143E-16  6.52295E-02  1.28044E+06
  7.74787E+10  2.25843E-16  6.18279E-02  1.32717E+06
  7.81394E+10  2.14361E-16  5.86538E-02  1.37492E+06
  7.88002E+10  2.03631E-16  5.56894E-02  1.42344E+06
  7.94609E+10  1.93592E-16  5.29170E-02  1.47255E+06
  8.01216E+10  1.84197E-16  5.03241E-02  1.52259E+06
  8.07823E+10  1.75387E-16  4.78936E-02  1.57316E+06
  8.14430E+10  1.67132E-16  4.56171E-02  1.62435E+06
  8.21038E+10  1.59372E-16  4.34783E-02  1.67623E+06
  8.27645E+10  1.52089E-16  4.14718E-02  1.72885E+06
  8.34252E+10  1.45236E-16  3.95850E-02  1.78205E+06
  8.40859E+10  1.38789E-16  3.78108E-02  1.83551E+06
  8.47467E+10  1.32715E-16  3.61401E-02  1.88975E+06
  8.54074E+10  1.26991E-16  3.45660E-02  1.94444E+06
  8.60681E+10  1.21588E-16  3.30809E-02  1.99997E+06
  8.67289E+10  1.16489E-16  3.16802E-02  2.05642E+06
  8.73896E+10  1.11670E-16  3.03567E-02  2.11304E+06
  8.80503E+10  1.07116E-16  2.91067E-02  2.17002E+06
  8.87110E+10  1.02809E-16  2.79248E-02  2.22776E+06
  8.93718E+10  9.87251E-17  2.68048E-02  2.28592E+06
  9.00325E+10  9.48601E-17  2.57451E-02  2.34436E+06
  9.06932E+10  9.11953E-17  2.47406E-02  2.40317E+06
  9.13539E+10  8.77181E-17  2.37880E-02  2.46237E+06
  9.20146E+10  8.44180E-17  2.28842E-02  2.52244E+06
  9.26754E+10  8.12793E-17  2.20251E-02  2.58279E+06
  9.33361E+10  7.83008E-17  2.12100E-02  2.64337E+06
  9.39968E+10  7.54621E-17  2.04335E-02  2.70467E+06
  9.46576E+10  7.27660E-17  1.96963E-02  2.76596E+06
  9.53183E+10  7.01982E-17  1.89945E-02  2.82749E+06
  9.59790E+10  6.77512E-17  1.83259E-02  2.88974E+06
  9.66397E+10  6.54198E-17  1.76890E-02  2.95222E+06
  9.73004E+10  6.31942E-17  1.70813E-02  3.01492E+06
  9.79612E+10  6.10692E-17  1.65013E-02  3.07802E+06
  9.86219E+10  5.90429E-17  1.59484E-02  3.14151E+06
