  6.95500E+10  4.78122E-16  1.32737E-01 -6.80060E+04
  7.02107E+10  4.47791E-16  1.24295E-01 -2.83806E+04
  7.08714E+10  4.20680E-16  1.16775E-01 -4.81939E+04
  7.15322E+10  3.95448E-16  1.09769E-01 -4.84823E+04
  7.21929E+10  3.72187E-16  1.03313E-01 -5.06226E+04
  7.28536E+10  3.50660E-16  9.73369E-02 -5.16388E+04
  7.35144E+10  3.30733E-16  9.18052E-02 -5.34019E+04
  7.41751E+10  3.12263E-16  8.66778E-02 -5.50701E+04
  7.48358E+10  2.95134E-16  8.19229E-02 -5.65430E+04
  7.54965E+10  2.79201E-16  7.75001E-02 -5.83141E+04
  7.61572E+10  2.64391E-16  7.33888E-02 -6.06984E+04
  7.68180E+10  2.50598E-16  6.95600E-02 -6.26942E+04
  7.74787E+10  2.37741E-16  6.59910E-02 -6.43760E+04
  7.81394E+10  2.25742E-16  6.26602E-02 -6.60242E+04
  7.88002E+10  2.14527E-16  5.95467E-02 -6.79738E+04
  7.94609E+10  2.04051E-16  5.66390E-02 -7.00056E+04
  8.01216E+10  1.94237E-16  5.39145E-02 -7.18769E+04
  8.07823E+10  1.85055E-16  5.13657E-02 -7.38680E+04
  8.14430E+10  1.76434E-16  4.89726E-02 -7.60354E+04
  8.21038E+10  1.68351E-16  4.67287E-02 -7.81282E+04
  8.27645E+10  1.60747E-16  4.46180E-02 -8.01673E+04
  8.34252E+10  1.53610E-16  4.26369E-02 -8.22805E+04
  8.40859E+10  1.46887E-16  4.07706E-02 -8.42671E+04
  8.47467E+10  1.40557E-16  3.90134E-02 -8.67730E+04
  8.54074E+10  1.34593E-16  3.73578E-02 -8.91410E+04
  8.60681E+10  1.28966E-16  3.57956E-02 -9.13033E+04
  8.67289E+10  1.23651E-16  3.43205E-02 -9.36624E+04
  8.73896E+10  1.18633E-16  3.29277E-02 -9.58667E+04
  8.80503E+10  1.13887E-16  3.16101E-02 -9.81908E+04
  8.87110E+10  1.09395E-16  3.03631E-02 -1.00619E+05
  8.93718E+10  1.05146E-16  2.91836E-02 -1.02951E+05
  9.00325E+10  1.01121E-16  2.80664E-02 -1.05478E+05
  9.06932E+10  9.73052E-17  2.70072E-02 -1.08121E+05
  9.13539E+10  9.36827E-17  2.60016E-02 -1.10866E+05
  9.20146E+10  9.02461E-17  2.50476E-02 -1.13639E+05
  9.26754E+10  8.69797E-17  2.41409E-02 -1.16014E+05
  9.33361E+10  8.38728E-17  2.32785E-02 -1.18447E+05
  9.39968E+10  8.09187E-17  2.24585E-02 -1.21243E+05
  9.46576E+10  7.81098E-17  2.16788E-02 -1.23873E+05
  9.53183E+10  7.54347E-17  2.09362E-02 -1.26415E+05
  9.59790E+10  7.28859E-17  2.02287E-02 -1.28954E+05
  9.66397E+10  7.04534E-17  1.95536E-02 -1.31703E+05
  9.73004E+10  6.81350E-17  1.89100E-02 -1.35020E+05
  9.79612E+10  6.59228E-17  1.82959E-02 -1.38290E+05
  9.86219E+10  6.38102E-17  1.77095E-02 -1.41111E+05
  9.92826E+10  6.17917E-17  1.71492E-02 -1.43564E+05
  9.99434E+10  5.98619E-17  1.66136E-02 -1.46166E+05
  1.00604E+11  5.80155E-17  1.61010E-02 -1.49508E+05
  1.01265E+11  5.62500E-17  1.56110E-02 -1.53142E+05
  1.01926E+11  5.45582E-17  1.51414E-02 -1.56061E+05
  1.02586E+11  5.29389E-17  1.46919E-02 -1.58697E+05
  1.03247E+11  5.13855E-17  1.42607E-02 -1.62054E+05
  1.03908E+11  4.99003E-17  1.38484E-02 -1.65007E+05
  1.04568E+11  4.84724E-17  1.34521E-02 -1.68177E+05
  1.05229E+11  4.71046E-17  1.30724E-02 -1.71883E+05
  1.05890E+11  4.57887E-17  1.27072E-02 -1.75096E+05
  1.06551E+11  4.45271E-17  1.23570E-02 -1.78204E+05
  1.07211E+11  4.33136E-17  1.20201E-02 -1.81987E+05
  1.07872E+11  4.21493E-17  1.16970E-02 -1.85622E+05
  1.08533E+11  4.10277E-17  1.13856E-02 -1.89119E+05
  1.09194E+11  3.99487E-17  1.10861E-02 -1.93128E+05
  1.09854E+11  3.89099E-17  1.07978E-02 -1.96810E+05
  1.10515E+11  3.79112E-17  1.05206E-02 -2.00606E+05
  1.11176E+11  3.69494E-17  1.02537E-02 -2.03801E+05
  1.11836E+11  3.60226E-17  9.99637E-03 -2.07230E+05
  1.12497E+11  3.51298E-17  9.74859E-03 -2.11201E+05
  1.13158E+11  3.42684E-17  9.50947E-03 -2.15216E+05
  1.13819E+11  3.34366E-17  9.27863E-03 -2.19150E+05
  1.14479E+11  3.26338E-17  9.05577E-03 -2.23088E+05
  1.15140E+11  3.18596E-17  8.84090E-03 -2.27519E+05
  1.15801E+11  3.11139E-17  8.63389E-03 -2.31676E+05
  1.16461E+11  3.03917E-17  8.43344E-03 -2.35908E+05
  1.17122E+11  2.96941E-17  8.23983E-03 -2.40288E+05
  1.17783E+11  2.90197E-17  8.05266E-03 -2.44551E+05
  1.18444E+11  2.83691E-17  7.87205E-03 -2.48858E+05
  1.19104E+11  2.77394E-17  7.69727E-03 -2.52636E+05
